Category,Message,word_count,uppercase_word_count,unique_word_count,character_count,letter_count,flagged_word_count,flagged_bigrams_count,digit_count,links_count,free_count,special_count
spam,08714712388 between 10am-7pm Cost 10p,5,0,5,37,16,0,0,16,0,0,0
ham,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",24,0,21,125,99,1,0,0,0,0,0
ham,He also knows about lunch menu only da. . I know,10,1,10,48,36,0,0,0,0,0,0
ham,When i have stuff to sell i.ll tell you,9,0,9,39,30,0,0,0,0,0,0
spam,#ERROR!,1,1,1,7,5,0,0,0,0,0,0
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,24,2,24,121,85,1,0,4,0,0,0
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,24,1,22,145,96,4,1,22,0,0,0
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,28,2,26,162,131,0,0,0,0,0,0
ham,Oh is it? Send me the address,7,0,7,29,22,0,0,0,0,0,0
ham,S'fine. Anytime. All the best with it.,7,0,7,38,28,0,0,0,0,0,0
ham,That is wondar full flim.,5,0,5,25,20,0,0,0,0,0,0
ham,Ya even those cookies have jelly on them,8,0,8,40,33,0,0,0,0,0,0
ham,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",42,0,33,226,175,1,0,0,0,0,0
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,13,0,12,70,53,0,0,0,0,0,0
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,35,2,30,140,92,0,0,1,0,0,0
ham,"Alright omw, gotta change my order to a half8th",9,0,9,47,37,0,0,1,0,0,0
ham,Exactly. Anyways how far. Is jide her to study or just visiting,12,0,12,63,50,0,0,0,0,0,0
ham,Dunno y u ask me.,5,0,5,17,12,0,0,0,0,0,0
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,13,0,12,101,81,1,0,4,0,0,0
ham,No he didn't. Spring is coming early yay!,8,0,8,41,31,0,0,0,0,0,0
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,19,2,17,80,60,1,0,0,0,0,0
ham,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,26,0,22,137,108,0,0,0,0,0,0
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,17,0,16,103,84,0,0,0,0,0,0
ham,Then why no one talking to me,7,0,7,29,23,0,0,0,0,0,0
ham,Thanks for looking out for me. I really appreciate.,9,1,8,51,41,0,0,0,0,0,0
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,24,5,24,148,99,3,0,15,0,0,1
ham,Wish i were with you now!,6,0,6,25,19,1,0,0,0,0,0
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,31,2,30,149,112,0,0,0,0,0,0
ham,Yes i will be there. Glad you made it.,9,0,9,38,28,0,0,0,0,0,0
ham,Do well :)all will for little time. Thing of good times ahead:,12,0,12,62,47,0,0,0,0,0,0
ham,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,40,0,35,179,130,0,0,2,0,0,0
ham,Ok. There may be a free gym about.,8,0,8,34,25,1,0,0,0,1,0
ham,Men like shorter ladies. Gaze up into his eyes.,9,0,9,47,37,0,0,0,0,0,0
ham,Dunno he jus say go lido. Same time 930.,9,0,9,40,27,0,0,3,0,0,0
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",23,2,20,110,83,1,0,0,0,0,0
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,25,3,23,131,86,0,0,19,0,0,0
ham,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,21,0,20,101,79,0,0,0,0,0,0
ham,By monday next week. Give me the full gist,9,0,9,42,33,0,0,0,0,0,0
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",18,0,18,102,80,0,0,2,0,0,0
spam,You have an important customer service announcement from PREMIER.,9,1,9,65,56,0,0,0,0,0,0
ham,Dont gimme that lip caveboy,5,0,5,27,23,0,0,0,0,0,0
ham,When did you get to the library,7,0,7,31,25,0,0,0,0,0,0
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,14,0,14,81,61,1,0,0,0,0,0
ham,So why didnt you holla?,5,0,5,23,18,0,0,0,0,0,0
ham,Cant think of anyone with * spare room off * top of my head,12,0,11,59,44,0,0,0,0,0,0
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",17,0,13,133,112,0,0,0,0,0,0
ham,U should have made an appointment,6,1,6,33,28,0,0,0,0,0,0
ham,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",18,1,18,95,74,1,0,0,0,0,2
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",16,0,15,95,58,2,0,16,0,0,0
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",28,1,25,135,102,0,0,0,0,0,0
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,15,2,15,159,105,4,0,33,0,0,2
ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,32,0,24,151,108,1,0,0,0,0,0
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",14,3,13,73,56,1,0,0,0,0,0
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,22,4,21,149,95,3,0,25,0,0,0
ham,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",20,0,20,103,73,0,0,1,0,0,0
ham,"Sorry, I'll call later",4,0,4,22,17,1,0,0,0,0,0
ham,I cant pick the phone right now. Pls send a message,11,1,11,51,40,1,0,0,0,0,0
ham,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,24,1,24,137,108,0,0,0,0,0,0
ham,Not getting anywhere with this damn job hunting over here!,10,0,10,58,48,0,0,0,0,0,0
ham,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,18,1,18,88,65,0,0,1,0,0,0
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row",18,0,18,81,63,0,0,0,0,0,0
ham,I wil be there with in  &lt;#&gt;  minutes. Got any space,11,1,11,57,39,0,0,0,0,0,0
ham,Just sleeping..and surfing,3,0,3,26,22,0,0,0,0,0,0
ham,Thanks for picking up the trash.,6,0,6,32,26,0,0,0,0,0,0
ham,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,29,0,26,145,115,0,0,0,0,0,0
ham,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,27,1,24,118,90,0,0,0,0,0,0
ham,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,27,1,25,143,114,2,0,0,0,0,0
ham,That means get the door,5,0,5,23,19,0,0,0,0,0,0
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,26,0,26,136,90,0,0,9,0,0,0
ham,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",18,2,16,94,60,0,0,2,0,0,0
ham,Beerage?,1,0,1,8,7,0,0,0,0,0,0
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,15,2,15,99,72,2,0,11,0,1,0
ham,Dont think so. It turns off like randomlly within 5min of opening,12,0,12,65,52,0,0,1,0,0,0
ham,"She was supposed to be but couldn't make it, she's still in town though",14,0,14,71,55,0,0,0,0,0,0
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,24,0,21,117,91,0,0,0,0,0,0
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),23,2,22,129,99,1,0,3,0,0,1
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",26,1,26,157,95,3,0,30,0,1,0
ham,Gud mrng dear hav a nice day,7,0,7,28,22,0,0,0,0,0,0
ham,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,29,0,28,150,118,0,0,0,0,0,0
ham,All e best 4 ur driving tmr :-),7,0,7,31,20,0,0,1,0,0,0
ham,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,12,12,12,71,48,0,0,0,0,0,0
ham,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,14,3,12,70,54,0,0,0,0,0,0
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,15,0,15,94,73,0,0,0,0,0,0
ham,it's really getting me down just hanging around.,8,0,8,48,39,0,0,0,0,0,0
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",27,3,25,160,113,5,0,13,0,1,0
ham,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,17,0,16,94,78,0,0,0,0,0,0
ham,Ok i msg u b4 i leave my house.,9,0,8,31,21,0,0,1,0,0,0
ham,Gimme a few was  &lt;#&gt;  minutes ago,7,0,7,39,26,0,0,0,0,0,0
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",26,4,25,152,98,2,0,18,0,0,0
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,15,1,14,71,50,0,0,0,0,0,0
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,29,3,26,162,108,2,0,19,1,1,1
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,27,4,25,141,80,5,1,29,0,1,0
ham,K I'll be there before 4.,6,1,6,25,17,0,0,1,0,0,0
ham,I dled 3d its very imp,6,1,6,22,16,0,0,1,0,0,0
ham,"sure, but make sure he knows we ain't smokin yet",10,0,9,48,37,0,0,0,0,0,0
ham,Boooo you always work. Just quit.,6,0,6,33,26,0,0,0,0,0,0
ham,I am taking half day leave bec i am not well,11,1,9,44,34,0,0,0,0,0,0
ham,Ugh I don't wanna get out of bed. It's so warm.,11,1,11,47,33,0,0,0,0,0,0
ham,S:)s.nervous  &lt;#&gt; :),2,0,2,26,13,0,0,0,0,0,0
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,21,0,19,112,88,0,0,0,0,0,0
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,22,2,22,148,102,3,0,19,1,1,0
ham,I borrow ur bag ok.,5,1,5,19,14,0,0,0,0,0,0
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",23,4,20,133,100,0,0,6,0,0,1
ham,Where's my boytoy? I miss you ... What happened?,8,1,8,48,34,0,0,0,0,0,0
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",23,0,22,107,81,0,0,0,0,0,0
ham,Also are you bringing galileo or dobby,7,0,7,38,32,0,0,0,0,0,0
ham,Then why you not responding,5,0,5,27,23,0,0,0,0,0,0
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,22,21,21,124,93,0,0,2,0,0,0
ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,23,1,22,131,99,0,0,0,0,0,0
ham,On the road so cant txt,6,0,6,23,18,1,0,0,0,0,0
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",20,5,20,156,109,1,0,18,1,0,0
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,31,0,27,161,106,1,0,20,0,0,0
ham,Have a good evening! Ttyl,5,0,5,25,20,0,0,0,0,0,0
ham,Hmm .. Bits and pieces lol ... *sighs* ...,6,0,6,42,24,0,0,0,0,0,0
ham,Hahaha..use your brain dear,4,0,4,27,22,0,0,0,0,0,0
ham,Hey. You got any mail?,5,0,5,22,16,0,0,0,0,0,0
ham,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",17,1,17,98,74,0,0,0,0,0,0
ham,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,14,0,13,89,73,0,0,0,0,0,0
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,27,6,25,147,90,1,0,25,0,0,0
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,29,1,27,129,97,0,0,2,0,0,0
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",24,2,20,152,111,2,0,5,1,0,3
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",43,0,37,215,165,0,0,0,0,0,0
ham,Surely result will offer:),4,0,4,26,21,1,0,0,0,0,0
ham,Good Morning my Dear........... Have a great &amp; successful day.,10,0,10,66,43,0,0,0,0,0,0
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,28,2,27,149,105,3,0,17,0,0,0
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",75,3,58,372,283,0,0,0,0,0,0
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,28,2,28,155,114,3,0,14,0,0,0
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,27,4,27,160,99,1,0,25,0,0,0
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,20,1,15,81,59,0,0,2,0,0,0
ham,"Pls send me a comprehensive mail about who i'm paying, when and how much.",14,0,14,73,57,0,0,0,0,0,0
ham,Our Prashanthettan's mother passed away last night. pray for her and family.,12,0,12,76,62,0,0,0,0,0,0
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",26,5,25,152,94,2,0,27,0,0,0
ham,K.k:)when are you going?,4,0,4,24,17,0,0,0,0,0,0
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,41,2,37,231,179,0,0,0,0,0,0
ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,18,3,16,87,67,0,0,0,0,0,0
ham,I am in office:)whats the matter..msg me now.i will call you at break:).,13,1,13,72,52,1,0,0,0,0,0
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",21,0,21,105,81,0,0,0,0,0,0
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",27,3,27,158,95,3,0,24,0,0,0
ham,U reach orchard already? U wan 2 go buy tickets first?,11,2,10,54,41,0,0,1,0,0,0
ham,"I am real, baby! I want to bring out your inner tigress...",12,2,11,58,42,0,0,0,0,0,0
ham,No da if you run that it activate the full version da.,12,0,11,54,42,0,0,0,0,0,0
ham,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,21,20,20,114,90,0,0,1,0,0,0
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,18,0,16,88,66,0,0,0,0,0,0
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,28,1,26,144,108,3,0,5,0,0,0
ham,Going to take your babe out ?,6,0,6,29,22,0,0,0,0,0,0
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,26,1,25,136,102,0,0,0,0,0,0
ham,Spoons it is then okay?,5,0,5,23,18,0,0,0,0,0,0
ham,Did he just say somebody is named tampa,8,0,8,39,32,0,0,0,0,0,0
ham,In work now. Going have in few min.,8,0,7,35,26,1,0,0,0,0,0
ham,Your brother is a genius,5,0,5,24,20,0,0,0,0,0,0
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",20,2,19,95,72,1,0,0,0,0,0
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,18,0,17,73,55,0,0,0,0,0,0
ham,Dude ive been seeing a lotta corvettes lately,8,0,8,45,38,0,0,0,0,0,0
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,24,1,23,160,117,2,0,15,1,0,0
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",30,3,26,159,128,0,0,0,0,0,0
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,22,5,22,149,85,1,0,34,0,0,2
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,28,1,25,134,103,0,0,0,0,0,0
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,31,1,30,154,105,6,0,14,0,2,0
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",19,0,18,92,72,1,0,0,0,0,0
ham,Its going good...no problem..but still need little experience to understand american customer voice...,13,0,13,102,82,0,0,0,0,0,0
ham,I'll text you when I drop x off,8,1,8,31,23,1,0,0,0,0,0
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,17,0,16,77,58,0,0,0,0,0,0
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,21,4,20,139,99,0,0,0,0,0,0
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",28,8,28,156,92,2,0,28,0,0,0
ham,Are you in castor? You need to see something,9,0,8,44,35,0,0,0,0,0,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,26,2,26,136,97,2,0,8,0,0,0
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,24,2,22,132,94,0,0,12,0,0,0
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,24,2,22,143,101,0,0,14,0,0,0
spam,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,20,0,17,127,99,0,0,0,0,0,3
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",57,2,41,276,210,0,0,1,0,0,0
ham,I love to give massages. I use lots of baby oil... What is your fave position?,16,2,15,78,58,0,0,0,0,0,0
ham,Dude we should go sup again,6,0,6,27,22,0,0,0,0,0,0
ham,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive,16,0,15,79,63,0,0,0,0,0,0
ham,Gibbs unsold.mike hussey,3,0,3,24,21,0,0,0,0,0,0
ham,I like to talk pa but am not able to. I dont know y.,14,2,12,52,37,0,0,0,0,0,0
ham,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,15,2,14,68,49,0,0,0,0,0,0
ham,You unbelievable faglord,3,0,3,24,22,0,0,0,0,0,0
ham,Wife.how she knew the time of murder exactly,8,0,8,44,36,0,0,0,0,0,0
ham,Why do you ask princess?,5,0,5,24,19,0,0,0,0,0,0
ham,I am great princess! What are you thinking about me? :),10,1,10,55,41,0,0,0,0,0,0
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,9,0,9,62,47,0,0,0,0,0,0
ham,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,25,1,23,104,74,0,0,1,0,0,0
ham,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,15,0,15,87,65,0,0,0,0,0,0
ham,"Superb Thought- ""Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today."":-)",26,0,20,148,115,0,0,0,0,0,0
ham,Hope you are having a good week. Just checking in,10,0,10,49,39,0,0,0,0,0,0
ham,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment.",32,1,29,154,116,0,0,0,0,0,0
ham,"Thursday night? Yeah, sure thing, we'll work it out then",10,0,10,56,43,0,0,0,0,0,0
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",29,5,27,158,104,2,0,18,0,1,0
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,22,0,20,126,103,1,0,0,0,0,0
ham,How is it possible to teach you. And where.,9,0,9,43,33,0,0,0,0,0,0
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe",17,3,14,77,58,0,0,0,0,0,0
ham,Lovely smell on this bus and it ain't tobacco...,9,0,9,48,36,0,0,0,0,0,0
ham,"We're all getting worried over here, derek and taylor have already assumed the worst",14,0,14,84,69,0,0,0,0,0,0
ham,Hey what's up charles sorry about the late reply.,9,0,9,49,39,0,0,0,0,0,0
spam,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",26,2,24,162,126,3,0,5,0,0,0
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,16,0,16,79,62,0,0,0,0,0,0
ham,WHITE FUDGE OREOS ARE IN STORES,6,6,6,31,26,0,0,0,0,0,0
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)",24,0,22,155,93,3,0,28,0,0,3
ham,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you,34,2,29,146,108,0,0,0,0,0,0
ham,I am sorry it hurt you.,6,1,6,23,17,0,0,0,0,0,0
ham,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/,32,4,25,160,117,1,0,0,0,0,1
ham,Ok lor but not too early. Me still having project meeting now.,12,0,12,62,49,1,0,0,0,0,0
ham,"Call me da, i am waiting for your call.",9,0,8,39,29,2,0,0,0,0,0
ham,I could ask carlos if we could get more if anybody else can chip in,15,1,13,67,53,0,0,0,0,0,0
ham,Was actually about to send you a reminder today. Have a wonderful weekend,13,0,12,73,60,0,0,0,0,0,0
ham,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",26,1,20,148,112,0,0,0,0,0,0
ham,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,17,0,16,87,69,0,0,0,0,0,0
ham,Dont talk to him ever ok its my word.,9,0,9,37,28,0,0,0,0,0,0
ham,When u wana see it then,6,0,6,23,18,0,0,0,0,0,0
ham,On ma way to school. Can you pls send me ashley's number,12,0,12,56,43,0,0,0,0,0,0
ham,It shall be fine. I have avalarr now. Will hollalater,10,1,10,53,42,1,0,0,0,0,0
ham,She went to attend another two rounds today..but still did't reach home..,12,0,12,73,57,0,0,0,0,0,0
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,11,0,10,80,66,0,0,0,1,0,0
ham,"K, wait chikku..il send aftr  &lt;#&gt; mins",7,1,7,44,29,0,0,0,0,0,0
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,21,2,17,92,66,0,0,1,0,0,0
ham,K:)i will give my kvb acc details:),7,0,7,35,25,0,0,0,0,0,0
ham,Oh all have to come ah?,6,0,6,23,17,0,0,0,0,0,0
spam,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,24,0,21,139,90,5,0,17,0,0,0
ham,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),20,0,20,106,78,0,0,1,0,0,0
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,21,0,19,103,82,0,0,0,0,0,0
ham,So do you have samus shoulders yet,7,0,7,34,28,0,0,0,0,0,0
ham,What time you think you'll have it? Need to know when I should be near campus,16,1,16,77,60,0,0,0,0,0,0
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",23,3,23,158,106,1,0,24,0,0,0
ham,Then dun wear jeans lor...,5,0,5,26,19,0,0,0,0,0,0
ham,"Since when, which side, any fever, any vomitin.",8,0,7,47,36,0,0,0,0,0,0
ham,K:)k.are you in college?,4,0,4,24,17,0,0,0,0,0,0
spam,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",23,4,23,148,91,2,0,28,0,0,0
